"處理時間","報表類型","動作","原始路徑","目標路徑","統計開始日","統計結束日","產出時間","檔案大小","結果","備註"
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_100513.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_100513.png","20260701","20260731","20260722_100513","442107","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_103333.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_103333.png","20260701","20260731","20260722_103333","440977","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_103907.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_103907.png","20260701","20260731","20260722_103907","441332","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_104515.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_104515.png","20260701","20260731","20260722_104515","442614","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_110323.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_110323.png","20260701","20260731","20260722_110323","441105","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_113323.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_113323.png","20260701","20260731","20260722_113323","441105","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_150429.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_150429.png","20260701","20260731","20260722_150429","441452","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_153334.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_153334.png","20260701","20260731","20260722_153334","441510","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_160330.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_160330.png","20260701","20260731","20260722_160330","441148","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_163324.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_163324.png","20260701","20260731","20260722_163324","441267","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_170326.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_170326.png","20260701","20260731","20260722_170326","441478","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260722_180330.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260722_180330.png","20260701","20260731","20260722_180330","442011","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_100517.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_100517.png","20260701","20260731","20260723_100517","446896","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_103353.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_103353.png","20260701","20260731","20260723_103353","446617","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_110351.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_110351.png","20260701","20260731","20260723_110351","446643","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_113346.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_113346.png","20260701","20260731","20260723_113346","447010","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_150437.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_150437.png","20260701","20260731","20260723_150437","446985","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_153328.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_153328.png","20260701","20260731","20260723_153328","447078","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_160329.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_160329.png","20260701","20260731","20260723_160329","447456","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_163324.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_163324.png","20260701","20260731","20260723_163324","446731","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_170331.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_170331.png","20260701","20260731","20260723_170331","446639","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260723_180327.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260723_180327.png","20260701","20260731","20260723_180327","447537","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_100515.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_100515.png","20260701","20260731","20260724_100515","451180","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_103614.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_103614.png","20260701","20260731","20260724_103614","451665","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_110328.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_110328.png","20260701","20260731","20260724_110328","451287","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_113334.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_113334.png","20260701","20260731","20260724_113334","451233","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_150428.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_150428.png","20260701","20260731","20260724_150428","452508","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_153328.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_153328.png","20260701","20260731","20260724_153328","451709","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_160338.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_160338.png","20260701","20260731","20260724_160338","451215","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_163335.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_163335.png","20260701","20260731","20260724_163335","451324","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_170332.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_170332.png","20260701","20260731","20260724_170332","451282","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260724_180336.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260724_180336.png","20260701","20260731","20260724_180336","452120","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_100432.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_100432.png","20260701","20260731","20260725_100432","451249","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_103334.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_103334.png","20260701","20260731","20260725_103334","451390","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_110335.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_110335.png","20260701","20260731","20260725_110335","451297","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_113332.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_113332.png","20260701","20260731","20260725_113332","451294","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_150427.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_150427.png","20260701","20260731","20260725_150427","451633","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_153332.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_153332.png","20260701","20260731","20260725_153332","451297","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_160339.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_160339.png","20260701","20260731","20260725_160339","451349","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_163344.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_163344.png","20260701","20260731","20260725_163344","451457","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_170335.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_170335.png","20260701","20260731","20260725_170335","451657","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260725_180335.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260725_180335.png","20260701","20260731","20260725_180335","452479","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_100430.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_100430.png","20260701","20260731","20260726_100430","450903","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_103335.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_103335.png","20260701","20260731","20260726_103335","451028","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_110338.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_110338.png","20260701","20260731","20260726_110338","450949","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_113337.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_113337.png","20260701","20260731","20260726_113337","451296","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_150431.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_150431.png","20260701","20260731","20260726_150431","451359","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_153335.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_153335.png","20260701","20260731","20260726_153335","451362","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_160334.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_160334.png","20260701","20260731","20260726_160334","450970","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_163342.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_163342.png","20260701","20260731","20260726_163342","451012","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_170340.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_170340.png","20260701","20260731","20260726_170340","451852","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260726_180336.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260726_180336.png","20260701","20260731","20260726_180336","452200","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260727_100504.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260727_100504.png","20260701","20260731","20260727_100504","464345","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260727_103349.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260727_103349.png","20260701","20260731","20260727_103349","464007","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260727_110340.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260727_110340.png","20260701","20260731","20260727_110340","464813","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260727_113344.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260727_113344.png","20260701","20260731","20260727_113344","463990","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260727_150448.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260727_150448.png","20260701","20260731","20260727_150448","464468","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260727_153338.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260727_153338.png","20260701","20260731","20260727_153338","464414","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260727_160338.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260727_160338.png","20260701","20260731","20260727_160338","463970","成功",""
"2026-09-04 11:03:19","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260701-20260731_產出20260727_163333.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260701-20260731_產出20260727_163333.png","20260701","20260731","20260727_163333","464069","成功",""
