"處理時間","報表類型","動作","原始路徑","目標路徑","統計開始日","統計結束日","產出時間","檔案大小","結果","備註"
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260612_104124.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260612_104124.png","20260601","20260630","20260612_104124","405513","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260612_110341.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260612_110341.png","20260601","20260630","20260612_110341","404405","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260612_113054.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260612_113054.png","20260601","20260630","20260612_113054","404773","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260616_103552.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260616_103552.png","20260601","20260630","20260616_103552","418833","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260622_160347.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260622_160347.png","20260601","20260630","20260622_160347","440126","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260622_163313.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260622_163313.png","20260601","20260630","20260622_163313","440275","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260622_170348.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260622_170348.png","20260601","20260630","20260622_170348","440122","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_110045.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_110045.png","20260601","20260630","20260623_110045","442967","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_123334.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_123334.png","20260601","20260630","20260623_123334","443562","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_125309.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_125309.png","20260601","20260630","20260623_125309","443958","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_132134.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_132134.png","20260601","20260630","20260623_132134","444365","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_141306.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_141306.png","20260601","20260630","20260623_141306","443775","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_150524.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_150524.png","20260601","20260630","20260623_150524","444148","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_153340.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_153340.png","20260601","20260630","20260623_153340","444200","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_153911.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_153911.png","20260601","20260630","20260623_153911","444716","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_160402.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_160402.png","20260601","20260630","20260623_160402","443609","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_163315.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_163315.png","20260601","20260630","20260623_163315","443986","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_170326.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_170326.png","20260601","20260630","20260623_170326","443947","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260623_180402.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260623_180402.png","20260601","20260630","20260623_180402","444418","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260624_104006.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260624_104006.png","20260601","20260630","20260624_104006","449087","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260624_120822.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260624_120822.png","20260601","20260630","20260624_120822","448543","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260624_150122.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260624_150122.png","20260601","20260630","20260624_150122","447888","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260624_150956.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260624_150956.png","20260601","20260630","20260624_150956","448200","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260624_151358.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260624_151358.png","20260601","20260630","20260624_151358","448361","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260624_153014.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260624_153014.png","20260601","20260630","20260624_153014","448132","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260624_155048.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260624_155048.png","20260601","20260630","20260624_155048","448171","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260625_102930.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260625_102930.png","20260601","20260630","20260625_102930","453138","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260625_104755.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260625_104755.png","20260601","20260630","20260625_104755","451045","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260625_124916.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260625_124916.png","20260601","20260630","20260625_124916","451040","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260625_150801.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260625_150801.png","20260601","20260630","20260625_150801","451031","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260625_155221.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260625_155221.png","20260601","20260630","20260625_155221","450393","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260625_170920.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260625_170920.png","20260601","20260630","20260625_170920","450755","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260626_110222.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260626_110222.png","20260601","20260630","20260626_110222","455596","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260626_111939.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260626_111939.png","20260601","20260630","20260626_111939","458642","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260626_112242.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260626_112242.png","20260601","20260630","20260626_112242","459126","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260626_112351.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260626_112351.png","20260601","20260630","20260626_112351","456129","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260626_150018.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260626_150018.png","20260601","20260630","20260626_150018","457355","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260626_165520.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260626_165520.png","20260601","20260630","20260626_165520","456604","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260629_103923.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260629_103923.png","20260601","20260630","20260629_103923","467844","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260629_151043.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260629_151043.png","20260601","20260630","20260629_151043","467787","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260630_102536.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260630_102536.png","20260601","20260630","20260630_102536","472827","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260630_105747.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260630_105747.png","20260601","20260630","20260630_105747","472215","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260630_110257.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260630_110257.png","20260601","20260630","20260630_110257","472315","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260630_142329.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260630_142329.png","20260601","20260630","20260630_142329","472656","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260630_144654.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260630_144654.png","20260601","20260630","20260630_144654","472776","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260630_155749.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260630_155749.png","20260601","20260630","20260630_155749","472784","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260630_160802.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年06月\店家訂單數日報_統計20260601-20260630_產出20260630_160802.png","20260601","20260630","20260630_160802","472198","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260630_產出20260701_105858.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260630_產出20260701_105858.png","20260601","20260630","20260701_105858","472068","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260701_110528.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260701_110528.png","20260601","20260731","20260701_110528","708898","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260701_154909.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260701_154909.png","20260601","20260731","20260701_154909","709114","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260701_174600.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260701_174600.png","20260601","20260731","20260701_174600","709137","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260702_103544.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260702_103544.png","20260601","20260731","20260702_103544","712222","成功",""
"2026-09-04 11:03:17","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260702_162111.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260702_162111.png","20260601","20260731","20260702_162111","712240","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260703_104322.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260703_104322.png","20260601","20260731","20260703_104322","716977","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260703_152235.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260703_152235.png","20260601","20260731","20260703_152235","716827","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260706_104710.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260706_104710.png","20260601","20260731","20260706_104710","731379","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260706_163302.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260706_163302.png","20260601","20260731","20260706_163302","730979","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260707_105908.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260707_105908.png","20260601","20260731","20260707_105908","736675","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260707_120511.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260707_120511.png","20260601","20260731","20260707_120511","736609","成功",""
"2026-09-04 11:03:18","店家訂單數日報","歸檔","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\店家訂單數日報_統計20260601-20260731_產出20260707_150627.png","\\ycpl-server\a02_電商部\03_平台管理\Online_Platform_Data\01_Shopee\04_Report_Output\png\01_LINE已發歸檔\2026年07月\店家訂單數日報_統計20260601-20260731_產出20260707_150627.png","20260601","20260731","20260707_150627","736564","成功",""
